,date,developerResponse,review,rating,isEdited,userName,title
137,2019-05-28 16:12:56,"{'id': 9599011, 'body': ""Thank you for the review! 😍 We're in the process of adding more motivational tips. Stay tuned! And please don't hesitate to contact us with any other requests you have - hello@getmoodfit.com. Much ❤️ to you!"", 'modified': '2019-07-10T19:01:25Z'}",App gives daily motivational tips. It’s nice!,5,False,Troymgr,Helpful app
138,2017-07-25 15:11:25,"{'id': 7955682, 'body': ""Thank you for the great review! We're genuinely grateful. Don't hesitate to contact us with feedback or suggestions. You can reach us anytime at hello@getmoodfit.com. Much ❤️ to you!"", 'modified': '2019-03-28T19:10:00Z'}",A great way to set goals and focus on the positives in your life.,5,False,Quark598,Love this app
139,2020-02-23 13:43:23,"{'id': 14195297, 'body': ""Thank you for the review! We're so happy you're enjoying the ways you can customize Moodfit to create new habits! With gratitude!"", 'modified': '2020-03-23T17:56:42Z'}",This is a great app- easy to implement some powerful habits!,5,False,77dcc,Excellent
140,2019-09-27 21:01:27,"{'id': 11560443, 'body': ""Thank you so much for the review. Don't hesitate to send us feedback hello@getmoodfit.com. Much love your way!"", 'modified': '2019-10-30T17:16:09Z'}","I am a little hypomanic, but happy, productive, loving and tired!",5,False,Marie K Johnston,Great day!
141,2021-03-07 20:33:11,"{'id': 22201064, 'body': ""Thank you for the awesome review! Don't hesitate to send us feedback anytime to hello@getmoodfit.com. With gratitude!!"", 'modified': '2021-04-12T20:33:47Z'}","This is the journal for me!
👍🏻simple 
👍🏻CBT
👍🏻mood graph
👍🏻tips, tools and reminders
👍🏻consistently use it
👍🏻fast response time from company
👍🏻grateful journal
👍🏻track meds, exercise, mental health visits",5,False,Ilovemymonkeyz,This is the journal for me
142,2021-09-26 04:46:53,"{'id': 25454921, 'body': 'We agree! ☺️ Thank you for the review. ❤️ ', 'modified': '2021-10-02T18:58:38Z'}","AMAZING APP, Everyone should have it",5,False,Moon Bwe,Great app
143,2017-09-19 23:48:28,"{'id': 1448498, 'body': 'Thank you Blair. Feel free to reach out to us anytime with questions or requests. You can email us directly at hello@getmoodfit.com. Thanks, Team Moodfit.', 'modified': '2017-10-09T02:33:26Z'}",It has really helped me!!!!,5,False,Blair Domara,Love your App
144,2018-02-11 03:01:01,"{'id': 4599321, 'body': 'Thank you again so much for taking the time to write a review. You just made our day! ❤️', 'modified': '2018-08-09T20:12:25Z'}","This is the best app I’ve ever used to track my moods, set goals for myself to stay or become mentally healthy, and I also use it as a journal sometimes. I can’t believe all of the options of featured this app has yet its not complicated or time consuming. Which is the last thing I need when I’m feeling fatigued, depressed, and/or overwhelmed!! Also, the BEST THING I LOVE ABOUT THIS AND I HAVE NOTICED THAT THIS APP HAS OVER TIME HELPED AND IMPROVED MY DEPRESSION BY ALWAYS SENDING ME A POSITIVE PERSONAL MESSAGE IN MY NOTIFICATIONS!! I’ve dealt w chronic depression over half my life w episodes lasting up to 6-7 years at a time. So, I’ve at one time long ago tried all the different meds, doctors, self help books, and self medicating. All of it was a horrible experience which is what lead me to the eventually self medicating. I went into recovery 11 years ago and it was the best thing anyone could ever do. That’s not to say I haven’t had relapses of depression since then. However, no relapse of self medicating since then while living as life shows up w marriage, motherhood, careers, sudden loss of my very healthy still pretty young mom while at the same time dealing w major layoffs at my old job w a new husband and baby. LIFE IS JUST HARD!! This APP HAS BECOME ONE OF MY FAVORITE TOOLS BECAUSE I GET NOTIFICATIONS THAT ALWAYS SURPRISE ME W A POSITIVE MESSAGE. No, I don’t use it on a daily basis like set out to do when I set it up w my goals and if your depressed I’ll let you know right now you will most likely never achieve your set out daily goals or you wouldn’t be struggling in the first place. My disease likes to keep me in denial and mask my depression. Therefore, it works hard at keeping me too fatigued, unfocused, impatient, and feeling too irritable to get a lot of things done. That’s why I love this app!! If I don’t accomplish anything I’m not beating myself up or getting beat up by a notification reminding me I’ve forgotten another task I intended to do or a notification asking me to set the timer to snooze for another hour to work on my goal. INSTEAD, IT SENDS A POSITIVE MESSAGE W A COUPLE OF HAPPY FACES STATING SOMETHING TO DO W HOPE OR SOME INSPIRATION!! I guess you’ll have to try it
If you want to get personalized notifs. To u too.. AND ITS ALL FREE: DAILY GOALS, DAILY JOURNALING, DAIL TOOLS AND ASVICE TO USE, DAILY MOOD CHARTS W EMOJIS!! Or you can use it weekly or like me which is just when I FEEL LIKE IT!! No shame here!! Progress not Perfection!!",5,False,sissypoo32,"I LOVE THIS APP!! VERY SIMPLE TO USE, VERY DETAILED, & VERY POSITIVE"
145,2020-02-20 02:05:14,"{'id': 14195304, 'body': 'Very grateful for your review! And so happy to hear Moodfit has been helpful to you to reduce your stress.', 'modified': '2020-03-23T17:57:23Z'}",By far my favorite app for meditation and managing stress and anxiety!,5,False,nicoleeeeerichhhhhhh,Amazing
146,2019-09-22 19:24:01,"{'id': 10846831, 'body': ""Thank you for the review. Please don't hesitate to contact us directly with any requests or feedback - hello@getmoodfit.com. We'd love to add features to the app to get you from 4 stars to 5 stars! :) "", 'modified': '2019-09-23T17:40:23Z'}","it helps to receive notes on how i can ‘look at my present moments’ by seeing ways to combat the sadness, etc",4,False,PT in AP,input by the app is helpful to me
147,2019-12-26 18:06:16,"{'id': 12754099, 'body': ""Thank you for the review! Don't hesitate to reach out to us with more comments or questions at hello@getmoodfit.com. \n"", 'modified': '2020-01-06T19:42:10Z'}","really well designed app, my compliments to the designers",5,False,PugScout,"really well designed app, my compliments to the designers"
148,2020-07-14 11:40:42,"{'id': 16837334, 'body': ""Thank you for the review! So happy you're liking Moodfit."", 'modified': '2020-07-23T18:38:29Z'}","Great app, well designed.",5,False,Sean2990,Great app
149,2020-05-16 06:13:18,"{'id': 15655472, 'body': 'Thank you for the review. Integration with Apple Health is on our roadmap. Please drop us an email so you can tell us more about what you’d like to do with such an integration, hello@getmoodfit.com. With gratitude! ❤️ ', 'modified': '2020-05-29T14:44:12Z'}",I love your app but it does not appear to integrate with the Apple Health app.,4,False,rothvin,Great App but not perfect
150,2019-10-07 05:57:42,"{'id': 11560431, 'body': ""Thank you for the review! So glad to hear you're finding insights and feeling motivated by Moodfit!"", 'modified': '2019-10-30T17:15:34Z'}",Very insightful and motivating,5,False,Koko rocks,Awesome!!
151,2022-02-07 12:34:35,"{'id': 28341096, 'body': ""Please update to the latest version and you shouldn't have this issue. You can also send us an email to hello@getmoodfit.com if you have any questions. Thank you."", 'modified': '2022-03-02T17:37:19Z'}",Downloaded Saturday Sunday it was frozen Monday frozen,2,False,Melissad799,Fix bugs
152,2019-08-14 03:16:44,"{'id': 10846944, 'body': ""Thank you for the review!  Don't hesitate to reach out to us with feedback or requests - hello@getmoodfit.com. We'd love to make it tool that you feel 5 stars about! 🤗"", 'modified': '2019-09-23T17:47:02Z'}",Another great tool mental health and regulation.,4,False,Mt Hood snowflake,Another great tool
153,2022-06-14 21:37:25,"{'id': 30485932, 'body': 'We\'d like to learn more about your concern. Moodfit isn\'t specifically designed for eating disorders. However, we\'d still like to try to better accommodate this issue. The current ""About Nutrition"" information is based on information from Mayo and Harvard. Could you send us an email at hello@getmoodfit.com so we can explore this in more detail? Thank you!', 'modified': '2022-06-21T20:10:10Z'}",The nutrition section is not in line with eating disorder research and will likely trigger increased eating disorder thoughts and behaviors!,1,False,diet culture kills,Don’t Use With an Eating Disorder!!
154,2021-10-13 16:11:51,"{'id': 27241957, 'body': 'You can do a lot of things with the free version, e.g. keep a mood or gratitude journal. We hope that helps.', 'modified': '2022-01-05T00:36:45Z'}",Just wants more money,1,False,someoneonline,$$$
155,2020-03-05 21:47:00,"{'id': 14195281, 'body': 'Thank you for the review. Feel free to contact us anytime with questions or feedback, hello@getmoodfit.com. With gratitude! ', 'modified': '2020-03-23T17:55:57Z'}",Love the app,5,False,Brangirl808,Brangirl808
156,2016-02-11 16:46:00,,"Over the past few years I lost all my daily routines.  Using Moodfit is helping me to reestablish them.  The self-discipline of entering meds helps me take them at more regular times.  Entering exercise makes me more conscious of it so I remember better to do it.  Exercise helps improve my mood, as does taking evening meds within an hour of bedtime.  However, getting to bed at a regular time remains a big challenge a couple times each week.",5,False,Greengaitor,Helps organize my day
157,2017-05-30 12:16:53,"{'id': 7955702, 'body': ""Thank you for the great review! We're genuinely grateful. We're continuing to expand the features to help with low moods. Don't hesitate to contact us with feedback or suggestions. You can reach us anytime at hello@getmoodfit.com. Much ❤️ to you!"", 'modified': '2019-03-28T19:11:11Z'}","I struggle with depression and anxiety.  This app has been a mood saver.  I rarely write reviews, but if this app can help others like it is helping me it is important that others know about it.  For example, when I entered my low mood today, it walked me through several actions that helped me to get a more positive mood.  I'm grateful for this app.",5,False,CMS-Mom,More than a tracker- AWESOME
158,2016-02-07 08:28:14,,User friendly app that makes tracking how my mood can be impacted by everyday activities super easy. Personalized activities can be quickly added to the app. Love the mindfulness tracks. They are easy to follow and convenient to use anytime and anywhere.,5,False,Mood-e,Great Mindfulness Tracks
159,2016-12-21 16:23:10,,I've tried many mood trackers and meditation apps. This is the first one that I've found that combines them in a good way so I see my progress. The daily goals have helped me be better at working on my mood. I like it. 👍,5,False,Frannnylee,Has been a big help
160,2017-04-10 21:39:42,,"Amazing in its simplicity; the developers have boiled things down to the core components of mood management. Easy-to-use intuitive interface. Personalize with individual parameters. All very well done and free. 

Thank you!",5,False,dot.mac,Simple Tracker for Vital Data
161,2017-01-13 04:43:03,,"Moodfit is a great tool to improve your mindfulness. This is the best mindfulness app I've seen.  It is easy to use and helps keep me focused on what is most important in my life.  When I'm aware and focused, my stress is reduced and I feel calm througout the day.",5,False,Blackie3979,Great mindfulness tool
162,2016-02-17 23:58:23,,I've been using this for a few months. Mostly tracking exercise and really liking the mindfulness tracks. It's been very helpful to destress midday usually at lunch.,5,False,Hairfromtheheart,Love the exercise tracking and mindfulness
163,2017-02-15 15:55:46,,Continuous improvement with each version makes this app simple and fun to use for tracking mood and activities.,5,False,Guener Jensen,Keeps It Simple and Interesting
164,2017-03-07 04:09:16,,This app is great! Seeing benefits and it's only the second day !! Helped me remember to take my meds yay. I'm more aware of eating right and exercising since I'm writing everything down including moods,5,False,Queen Lunyyy,Very blessed
165,2016-12-27 02:57:12,,Has become my tool for my mood. The daily goals help me stay with my gratitude practice even when I don’t feel great. It gives me a sense of accomplishment.,5,False,Rachelschloss,Very helpful!!
166,2017-01-08 04:01:01,,I just recently got this app and it's been so easy to use and love how much it helps me! Can't wait to keep using the journal.,5,False,Mikmac11278,Awesome!
167,2016-09-20 17:48:31,,A great app for mood monitoring. I love all the different things that this app offers and I use it daily. I highly recommend it!,5,False,Dil Parker,Moodfit
168,2017-04-24 03:23:57,"{'id': 7955711, 'body': ""Thank you for the great review! We're genuinely grateful. We're continuing to expand the messages to keep you motivated. Don't hesitate to contact us with feedback or suggestions. You can reach us anytime at hello@getmoodfit.com. Much ❤️ to you!"", 'modified': '2019-03-28T19:11:38Z'}",It has very nice messages for you to motivate you and help you. Very helpful.,5,False,Ikaris43,Love this app!
169,2017-02-22 03:54:28,"{'id': 7955714, 'body': ""Thank you for the great review! We're genuinely grateful. Don't hesitate to contact us with feedback or suggestions. You can reach us anytime at hello@getmoodfit.com. Much ❤️ to you!"", 'modified': '2019-03-28T19:11:56Z'}",Liking the new breathing exercises. 👍,5,False,Ronaldo for the win,Daily goals are helpful
170,2016-12-21 22:20:46,,Have used this for a few weeks. So far so good. Am liking the gratitude journal and tracking my mood. Interesting to see how it changes each week.,2,False,Slosh113,Gratitude
171,2022-06-29 00:11:46,"{'id': 30805229, 'body': 'Thank you for the review. And love your handle Jenny 8675309! ', 'modified': '2022-07-09T22:02:10Z'}",Great app,5,False,jenny8675309#,8675309
172,2017-06-03 14:15:51,"{'id': 1727915, 'body': 'Hi... Feel free to reach out to us at hello@getmoodfit.com with requests for features that would make the app better than just ok for you. Gratefully yours!... Team Moodfit', 'modified': '2017-11-11T21:39:36Z'}",Its ok.,4,False,FleetingRevenge,Its ok.
173,2021-10-08 01:44:19,"{'id': 27241971, 'body': 'Thank you for the review. We offer an annual subscription that is. currently $40 USD per year which is $3.33 per month. Feel free to email us at hello@getmoodfit.com. ', 'modified': '2022-01-05T00:38:02Z'}","I like the app but the free part doesn’t give any insights. I wish the monthly price were cheaper or there was a lifetime purchase you could make. I also wish it included recommended Spotify playlists. Other than that, I like it.",3,False,shanethia2,Wish the monthly price was cheaper
